hprd|gene_symbol|nuc_acc|pro_acc|entrez|omim|swissprot|name|synonyms
12819|C3orf14|NM_020685.3|NP_065736.1|57415|-|Q9HBI5|C3orf14 protein|-
12820|C3orf19|NM_016474.4|NP_057558.3|51244|-|Q6PII3|C3orf19 protein|-
12821|C3orf20|NM_032137.3|NP_115513.3|84077|-|Q8ND61|C3orf20 protein|-
12822|CLDND1|NM_001040182.1|NP_001035272.1|56650|-|Q9NY35|C3orf4 protein|C3orf4,
12823|C4orf14|NM_032313.2|NP_115689.1|84273|-|Q8NC60|C4orf14 protein|-
12824|C4orf16|NM_018569.3|NP_061039.2|55435|610851|Q63HQ0|Chromosome 4 open reading frame 16|-
12825|C4orf17|NM_032149.1|NP_115525.1|84103|-|Q53FE4|C4orf17 protein|-
12826|C4orf6|NM_005750.2|NP_005741.1|10141|-|Q99440|C4orf6 protein|AC1,
12827|NOL14|NM_003703.1|NP_003694.1|8602|-|P78316|C4orf9 protein|C4orf9,NOP14,
12828|SERINC5|NM_178276.4|NP_840060.1|256987|-|-|C5orf12 protein|-
12829|C5orf15|NM_020199.1|NP_064584.1|56951|-|Q8NC54|C5orf15 protein|-
12830|C5orf16|NM_173828.3|NP_776189.2|285613|-|Q8NC24|C5orf16 protein|-
12831|C5orf3|NM_018691.2|NP_061161.2|10827|-|Q9NRY5|C5orf3 protein|-
12832|C5orf4|NM_032385.3|NP_115761.2|10826|-|Q96IV6|C5orf4 protein|-
12833|CCDC90A|NM_001031713.2|NP_001026883.1|63933|-|-|C6orf79 protein|C6orf79,
12834|C6orf1|NM_178508.3|NP_848603.2|221491|-|Q86T20|C6orf1 protein|-
12835|C6orf103|AK097570.1|BAC05106.1|79747|-|-|Chromosome 6 open reading frame 103 protein|-
12836|C6orf105|NM_032744.2|NP_116133.1|84830|-|Q96IZ2|Chromosome 6 open reading frame 105|RP3-413H6.1,
12837|C6orf106|NM_024294.2|NP_077270.1|64771|-|Q9H6K1|C6orf106 protein|-
12838|C6orf107|NM_017754.3|NP_060224.3|54887|-|Q6BDS2|C6orf107 protein|-
12839|WDR46|NM_005452.4|NP_005443.2|9277|-|O15213|WD repeat protein BING4|BING4,C6orf11,
12840|C6orf113|NM_145062.1|NP_659499.1|221302|-|Q96AP4|C6orf113 protein|-
12841|C6orf114|NM_033069.2|NP_149060.1|85411|-|Q96JD4|C6orf114 protein|-
12842|C6orf115|AF116682.1|AAF71102.1|58527|-|-|C6orf115 protein|-
12843|C6orf117|NM_138409.1|NP_612418.1|112609|-|Q96G30|C6orf117 protein|-
12844|C6orf118|NM_144980.2|NP_659417.1|168090|-|Q5T5N4|C6orf118 protein|-
12845|FAM103A1|NM_031452.2|NP_113640.1|83640|-|Q9BTL3|C6orf119 protein|C15orf18,
12847|C6orf125|NM_032340.2|NP_115716.1|84300|-|Q9BRT2|C6orf125 protein|-
12848|C6orf128|NM_145316.2|NP_660359.2|221468|-|Q8N7C4|C6orf128 protein|-
12849|C6orf130|NM_145063.2|NP_659500.1|221443|-|Q9Y530|C6orf130 protein|-
12850|C6orf134|NM_001031722.1|NP_001026892.1|79969|-|-|C6orf134 protein|DKFZp547J097,
12851|C6orf136|NM_145029.1|NP_659466.1|221545|-|Q5SQH8|C6orf136 protein|-
12853|C6orf142|NM_138569.1|NP_612636.1|90523|-|Q5VWP3|C6orf142 protein|-
12854|C6orf145|NM_183373.2|NP_899229.1|221749|-|-|C6orf145 protein|-
12855|LYRM4|NM_020408.3|NP_065141.3|57128|-|Q9HD34|C6orf149 protein|C6orf149,
12856|C6orf15|NM_014070.2|NP_054789.2|29113|-|Q6UXA7|C6orf15 protein|STG,
12857|C6orf150|NM_138441.2|NP_612450.2|115004|-|Q8N884|C6orf150 protein|-
12858|C6orf151|NM_152551.3|NP_689764.3|154007|-|Q6IEG0|C6orf151 protein|-
12859|C6orf153|NM_033112.2|NP_149103.1|88745|-|Q96EU6|C6orf153 protein|-
12860|C6orf155|NM_024882.1|NP_079158.1|79940|-|Q9H8W2|C6orf155 protein|-
12861|C6orf157|NM_198920.1|NP_944602.1|90025|-|-|Chromosome 6 open reading frame 157|-
12862|C6orf162|NM_020425.4|NP_065158.3|57150|-|Q96KF7|C6orf162 protein|-
12863|C6orf165|NM_001031743.1|NP_001026913.1|154313|-|Q8IYR0|C6orf165 protein|-
12864|C6orf166|NM_018064.2|NP_060534.1|55122|-|Q53H80|C6orf166 protein|-
12865|C6orf167|NM_198468.2|NP_940870.2|253714|-|Q6ZRQ5|C6orf167 protein|-
12866|C6orf168|NM_032511.1|NP_115900.1|84553|-|Q5TGI0|C6orf168 protein|-
12867|C6orf170|NM_152730.4|NP_689943.4|221322|-|Q96NH3|C6orf170 protein|C6orf171,
12868|FAM26E|NM_153711.2|NP_714922.1|254228|-|Q8N5C1|C6orf188 protein|C6orf188,
12869|C6orf192|NM_052831.2|NP_439896.1|116843|-|-|C6orf192 protein|-
12870|C6orf195|NM_152554.1|NP_689767.1|154386|-|Q96MT4|Chromosome 6 open reading frame 195|-
12871|C6orf199|NM_145025.3|NP_659462.1|221264|-|-|Chromosome 6 open reading frame 199|-
12872|C6orf201|NM_001085401.1|NP_001078870.1|404220|-|-|C6orf201 protein|-
12873|C6orf203|NM_016487.2|NP_057571.1|51250|-|Q9P0P8|Chromosome 6 open reading frame 203|-
12874|C6orf204|NM_001042475.1|NP_001035940.1|387119|-|-|C6orf204 protein|-
12875|C6orf206|NM_152732.3|NP_689945.2|221421|-|Q9H1X1|Chromosome 6 open reading frame 206|MRPS18AL1,
12876|C6orf208|NM_025002.1|NP_079278.1|80069|-|Q9H8X3|Chromosome 6 open reading frame 208|-
12877|LMBRD1|NM_018368.2|NP_060838.2|55788|-|Q9NUN5|Chromosome 6 open reading frame 209|C6orf209,NESI,
12878|C6orf21|NM_001003693.1|NP_001003693.1|259215|-|-|Chromosome 6 open reading frame 21|-
12879|PDSS2|NM_020381.2|NP_065114.2|57107|610564|Q86YH6|Chromosome 6 open reading frame 210|C6orf210,DLP1,
12880|C6orf27|NM_025258.1|NP_079534.1|80737|609693|Q9Y334|Chromosome 6 open reading frame 27|G7C,NG37,
12881|C6orf32|NM_015864.2|NP_056948.2|9750|-|-|C6orf32 protein|-
12883|C6orf47|NM_021184.3|NP_067007.3|57827|-|O95873|Chromosome 6 open reading frame 47|G4,
12884|C6orf49|NM_013397.4|NP_037529.3|29964|-|Q2TBC4|Chromosome 6 open reading frame 49|-
12885|C6orf50|AF210650.1|AAF99586.1|57052|-|-|C6orf50 protein|NAG19,
12886|C6orf51|NM_138408.2|NP_612417.1|112495|-|Q969F1|Chromosome 6 open reading frame 51|-
12887|C6orf54|NM_014354.2|NP_055169.2|26236|-|Q9Y6Z4|Chromosome 6 open reading frame 54|-
12888|C6orf57|NM_145267.2|NP_660310.2|135154|-|Q5VUM1|Chromosome 6 open reading frame 57|-
12890|C6orf61|AK000177.1|BAA90991.1|54844|-|-|Chromosome 6 open reading frame 61|-
12891|C6orf62|NM_030939.3|NP_112201.1|81688|-|Q9GZU0|Chromosome 6 open reading frame 62|XTP12,
12892|C6orf64|NM_018322.1|NP_060792.1|55776|-|Q9NPB0|Chromosome 6 open reading frame 64|-
12893|C6orf65|NM_152731.2|NP_689944.2|221336|-|-|Chromosome 6 open reading frame 65|-
12894|NUS1|NM_138459.3|NP_612468.1|116150|610463|Q96E22|Chromosome 6 open reading frame 68|C6orf68,NGBR,
12895|KCTD20|NM_173562.3|NP_775833.2|222658|-|Q7Z5Y7|Chromosome 6 open reading frame 69|C6orf69,
12896|C6orf72|NM_138785.2|NP_620140.1|116254|-|Q9NU53|Chromosome 6 open reading frame 72|-
12897|HDDC2|NM_016063.2|NP_057147.2|51020|-|-|Chromosome 6 open reading frame 74|C6orf74,NS5ATP2,
12898|C6orf75|NM_001031712.2|NP_001026882.2|60487|-|-|Chromosome 6 open reading frame 75|-
12899|FAM26D|NM_153036.2|NP_694581.1|221301|-|Q5JW98|Chromosome 6 open reading frame 78|C6orf78,
12900|FAM53A|NM_001013622.2|NP_001013644.1|152877|-|Q6NSI3|LOC152877 protein|-
12901|C6orf81|NM_145028.3|NP_659465.2|221481|-|Q5T9G4|Chromosome 6 open reading frame 81|-
12902|CUTA|NM_001014433.2|NP_001014433.1|51596|-|O60888|CutA divalent cation tolerance homolog|ACHAP,C6orf82,
12903|SFT2D1|NM_145169.1|NP_660152.1|113402|-|Q8WV19|Chromosome 6 open reading frame 83|C6orf83,
12904|C6orf85|NM_021945.4|NP_068764.3|63027|-|-|Chromosome 6 open reading frame 85|-
12905|C6orf89|NM_152734.3|NP_689947.2|221477|-|Q6UWU4|Chromosome 6 open reading frame 89|-
12906|LTV1|NM_032860.3|NP_116249.2|84946|-|-|Chromosome 6 open reading frame 93|-
12907|C7orf11|NM_138701.1|NP_619646.1|136647|609188|Q8TAP9|Chromosome 7 open reading frame 11|-
12909|C7orf20|NM_015949.2|NP_057033.2|51608|-|Q7L5D6|Chromosome 7 open reading frame 20|-
12910|TMUB1|NM_031434.2|NP_113622.1|83590|-|Q9BVT8|Chromosome 7 open reading frame 21|C7orf21,
12911|C7orf23|NM_024315.2|NP_077291.1|79161|-|Q9BU79|Chromosome 7 open reading frame 23|-
12912|C7orf24|NM_024051.2|NP_076956.1|79017|-|O75223|Chromosome 7 open reading frame 24|-
12913|C7orf26|NM_024067.2|NP_076972.2|79034|-|Q96N11|Chromosome 7 open reading frame 26|-
12914|C7orf27|NM_152743.2|NP_689956.1|221927|-|Q6PJG6|Chromosome 7 open reading frame 27|-
12915|C7orf28A|NM_015622.5|NP_056437.4|51622|-|O95766|Chromosome 7 open reading frame 28A|-
12916|C7orf28B|NM_198097.2|NP_932765.1|221960|-|-|C7orf28B protein|-
12917|C7orf29|NM_138434.2|NP_612443.1|113763|-|Q96FA7|C7orf29 protein|-
12918|C7orf30|NM_138446.1|NP_612455.1|115416|-|Q96EH3|C7orf30 protein|-
12919|C7orf31|NM_138811.3|NP_620166.3|136895|-|Q8N865|C7orf31 protein|-
12920|ATP6V0E2|NM_145230.1|NP_660265.1|155066|-|Q8NHE4|Chromosome 7 open reading frame 32|ATP6V0E2L,C7orf32,
12921|C7orf33|NM_145304.2|NP_660347.1|202865|-|Q8WU49|C7orf33 protein|-
12922|C7orf34|NM_178829.3|NP_849151.1|135927|-|Q96L11|C7orf34 protein|-
12923|TMEM60|NM_032936.2|NP_116325.1|85025|-|Q9H2L4|C7orf35 protein|C7orf35,
12924|C8orf13|NM_053279.1|NP_444509.1|83648|-|Q96KS9|C8orf13 protein|-
12926|XKR6|NM_173683.3|NP_775954.2|286046|-|Q5GH73|X Kell blood group precursor-related family, member 6|C8orf21,C8orf7,XRG6,
12927|DENND4C|NM_017925.4|NP_060395.4|55667|-|Q5VZ89|C9orf55 protein|C9orf55,C9orf55B,
12928|FAM120A|NM_014612.3|NP_055427.2|23196|-|Q9NZB2|C9orf10 protein|C9orf10,KIAA0183,
12929|C9orf100|NM_032818.2|NP_116207.2|84904|-|-|Chromosome 9 open reading frame 100|-
12930|C9orf102|NM_020207.2|NP_064592.1|56959|-|-|Chromosome 9 open reading frame 102|-
12931|FAM120AOS|NM_198841.2|NP_942138.2|158293|-|-|C9orf10OS protein|-
12932|C9orf11|NM_020641.1|NP_065692.1|54586|-|-|C9orf11 protein|-
12933|PNPLA7|NM_001098537.1|NP_001092007.1|375775|-|-|C9orf111 protein|-
12934|WDR85|NM_138778.2|NP_620133.1|92715|-|Q9BTV6|Chromosome 9 open reading frame 112|C9orf112,
12935|C9orf114|NM_016390.2|NP_057474.2|51490|-|Q5T280|Chromosome 9 open reading frame 114 protein|-
12936|PTRH1|NM_001002913.1|NP_001002913.1|138428|-|Q86Y79|Chromosome 9 open reading frame 115|C9orf115,
12937|C9orf116|NM_001048265.1|NP_001041730.1|138162|-|Q5BN46|C9orf116 protein|-
12938|C9orf121|NM_145283.1|NP_660326.1|158046|-|Q5VZ03|Chromosome 9 open reading frame 121|-
12939|C9orf123|BC009510.2|AAH09510.1|90871|-|Q96GE9|Chromosome 9 open reading frame 123 protein|-
12940|C9orf125|NM_032342.1|NP_115718.1|84302|-|Q9BRR3|C9orf125 protein|-
12941|C9orf126|NM_173690.2|NP_775961.2|286205|-|Q8N9R8|C9orf126 protein|-
12942|SVEP1|NM_153366.2|NP_699197.2|79987|-|-|Chromosome 9 open reading frame 13|C9orf13,CCP22,SELOB,
12943|C9orf140|NM_178448.2|NP_848543.1|89958|-|-|C9orf140 protein|-
12944|C9orf150|NM_203403.1|NP_981948.1|286343|-|Q8IV03|C9orf150 protein|-
12945|C9orf156|NM_016481.3|NP_057565.3|51531|-|-|Nef associated protein 1|NAP1,
12946|C9orf16|NM_024112.3|NP_077017.1|79095|-|Q9BUW7|C9orf16 protein|-
12947|C9orf18|NM_198469.1|NP_940871.1|254956|-|-|C9orf18 protein|C9orf113,
12948|C9orf23|NM_148179.1|NP_680545.1|138716|-|Q8N5L8|C9orf23 protein|-
12949|C9orf24|NM_032596.3|NP_115985.2|84688|-|-|Testes development related NYD-SP22|-
12950|C9orf25|NM_147202.1|NP_671735.1|203259|-|Q8IW50|C9orf25 protein|-
12952|FAM125B|NM_033446.1|NP_258257.1|89853|-|Q9H7P6|Chromosome 9 open reading frame 28|C9orf28,
12953|C9orf33|AF072164.1|AAC24864.1|90477|-|O75562|Chromosome 9 open reading frame 33|-
12954|FAM75A7|NM_015667.1|NP_056482.1|26165|-|-|C9orf36 protein|-
12955|C9orf37|NM_032937.3|NP_116326.2|85026|-|Q9H2J1|C9orf37 protein|-
12956|C9orf38|AF090921.1|AAF24038.1|29044|-|-|C9orf38 protein|-
12957|C9orf40|NM_017998.1|NP_060468.1|55071|-|Q8IXQ3|C9orf40 protein|-
12958|C9orf41|NM_152420.1|NP_689633.1|138199|-|Q8N4J0|Chromosome 9 open reading frame 41|-
12959|C9orf43|NM_152786.1|NP_689999.1|257169|-|Q8TAL5|C9orf43 protein|-
12961|C9orf46|NM_018465.2|NP_060935.1|55848|-|Q9HBL7|C9orf46 protein|-
12962|C9orf47|NM_001001938.2|NP_001001938.1|286223|-|Q6ZRZ4|C9orf47 protein|C9orf108,
12963|C9orf48|NM_194313.1|NP_919289.1|347240|-|Q5T7B8|C9orf48 protein|-
12964|C9orf53|AF211119.1|AAF22974.1|51198|-|Q9UH64|C9orf53 protein|-
12965|FAM73B|NM_032809.2|NP_116198.2|84895|-|-|C9orf54 protein|C9orf54,
12967|C9orf58|NM_031426.2|NP_113614.1|83543|-|Q9BQI0|Ionized calcium binding adapter molecule 2|-
12968|FAM78A|NM_033387.3|NP_203745.2|286336|-|Q5JUQ0|C9orf59 protein|C9orf59,
12969|C9orf64|NM_032307.3|NP_115683.3|84267|-|Q5T6V5|C9orf64 protein|-
12970|PRUNE2|NM_138818.2|NP_620173.1|158471|-|Q8WUY3|C9orf65 protein|C9orf65,
12971|C9orf66|NM_152569.1|NP_689782.1|157983|-|Q5T8R8|C9orf66 protein|-
12972|PPAPDC3|NM_032728.2|NP_116117.2|84814|-|Q8NBV4|C9orf67 protein|C9orf67,
12973|C9orf68|NM_001039395.2|NP_001034484.2|55064|-|-|C9orf68 protein|-
12974|C9orf7|NM_017586.1|NP_060056.1|11094|-|Q9UGQ2|C9orf7 protein|-
12975|C9orf72|NM_018325.1|NP_060795.1|203228|-|Q96LT7|C9orf72 protein|-
12976|URM1|NM_030914.1|NP_112176.1|81605|-|Q9BTM9|C9orf74 protein|C9orf74,
12977|C9orf75|NM_173691.2|NP_775962.1|286262|-|-|C9orf75 protein|-
12978|C9orf77|NM_016014.2|NP_057098.2|51104|-|Q5VST6|Chromosome 9 open reading frame 77 protein|-
12979|C9orf79|NM_178828.3|NP_849150.2|286234|-|Q6ZUB1|Chromosome 9 open reading frame 79|-
12980|C9orf80|NM_021218.1|NP_067041.1|58493|-|Q9NRY2|C9orf80 protein|-
12981|C9orf82|NM_024828.2|NP_079104.2|79886|-|Q9H8G2|Chromosome 9 open reading frame 82 protein|-
12982|C9orf84|NM_173521.3|NP_775792.3|158401|-|Q5VXU9|Chromosome 9 open reading frame 84|-
12983|C9orf85|NM_182505.3|NP_872311.2|138241|-|Q96MD7|C9orf85 protein|-
12984|C9orf86|NM_024718.2|NP_078994.2|55684|610615|Q3YEC7|Chromosome 9 open reading frame 86|-
12985|C9orf89|NM_032310.3|NP_115686.3|84270|-|Q96LW7|C9orf89 protein|-
12986|C9orf9|NM_018956.3|NP_061829.3|11092|-|Q96E40|C9orf9 protein|-
12987|C9orf90|NM_197956.2|NP_931045.1|203245|610673|Q69YI7|Chromosome 9 open reading frame 90|-
12988|C9orf91|NM_153045.2|NP_694590.2|203197|-|Q5VZI3|C9orf91 protein|-
12989|C9orf94|NM_001040272.3|NP_001035362.2|206938|-|-|Chromosome 9 open reading frame 94|DKFZp686L03130,
12990|C9orf96|NM_153710.3|NP_714921.3|169436|-|Q8NE28|C9orf96 protein|-
12991|C9orf98|NM_152572.2|NP_689785.1|158067|-|Q96MA6|Chromosome 9 open reading frame 98|-
12992|CA13|NM_198584.1|NP_940986.1|377677|-|Q8N1Q1|Carbonic anhydrase XIII|-
12993|CAB39L|NM_030925.2|NP_112187.2|81617|-|Q9H9S4|Calcium binding protein 39 like|-
12994|CABLES2|NM_031215.2|NP_112492.2|81928|-|Q9BTV7|Cdk5 and Abl enzyme substrate 2|C20orf150,
12995|CABP7|NM_182527.1|NP_872333.1|164633|-|Q86V35|Calcium binding protein 7|-
12996|CADPS2|NM_017954.8|NP_060424.8|93664|609978|Q86UW7|CADPS2|CAPS2,KIAA1591,
12997|CALML6|NM_138705.2|NP_619650.2|163688|610171|Q8TD86|Calglandulin-like protein|CAGLP,CALGP,
12998|CALML4|NM_033429.2|NP_219501.2|91860|-|-|Calmodulin like 4|-
12999|CALR3|NM_145046.2|NP_659483.1|125972|-|Q96L12|Calreticulin 3|CRT2,
13000|CAMKK1|NM_172207.2|NP_757344.2|84254|-|Q8N5S9|CAMKK alpha protein|CAMKKA,
13001|CAMSAP1|NM_015447.1|NP_056262.1|157922|-|-|Calmodulin regulated spectrin-associated protein 1|-
13002|CAMTA2|NM_015099.2|NP_055914.2|23125|-|O94983|Calmodulin binding transcription activator 2|KIAA0909,
13003|CANT1|NM_138793.2|NP_620148.1|124583|-|Q8WVQ1|Calcium activated nucleotidase 1|SHAPY,
13004|CASD1|NM_022900.3|NP_075051.3|64921|-|-|O-acetyltransferase|C7orf12,
13005|CBX6|NM_014292.3|NP_055107.3|23466|-|O95503|Chromobox homolog 6|-
13006|CBX8|NM_020649.1|NP_065700.1|57332|-|Q9HC52|Chromobox homolog 8|PC3,RC1,
13007|CCDC12|NM_144716.2|NP_653317.1|151903|-|Q8WUD4|Coiled coil domain containing 12|-
13008|CCDC3|NM_031455.2|NP_113643.1|83643|-|Q9BQI4|Coiled coil domain containing 3|-
13009|CCDC8|NM_032040.2|NP_114429.1|83987|-|Q9H0W5|Coiled coil domain containing 8|-
13010|CCRK|AF035013.1|AAC98920.1|23552|610076|Q8IZL9|CCRK|CDCH,
13011|CD33L3|NM_213602.1|NP_998767.1|284266|-|-|CD33 antigen like 3|-
13012|CDC26|NM_139286.3|NP_644815.1|246184|-|Q8NHZ8|CDC26|C9orf17,
13013|CDC42BPG|NM_017525.1|NP_059995.1|55561|-|Q6DT37|CDC42 binding protein kinase gamma (DMPK-like)|DMPK2,
13014|CDCA2|NM_152562.2|NP_689775.2|157313|-|-|Cell division cycle associated 2|-
13015|CDCA4|NM_017955.2|NP_060425.2|55038|-|Q9BXL8|CDCA4|HEPP,
13016|CDCA5|NM_080668.2|NP_542399.1|113130|609374|Q96FF9|CDCA5|-
13017|CDCA8|NM_018101.2|NP_060571.1|55143|609977|Q53HL2|CDCA8|PESCRG3,
13018|CDH22|NM_021248.1|NP_067071.1|64405|609920|Q9UJ99|Cadherin 22|C20orf25,
13019|CDH24|NM_022478.2|NP_071923.2|64403|-|Q86UP0|Cadherin 24|CDH11L,
13020|CDH26|NM_177980.1|NP_817089.1|60437|-|Q8IXH8|Cadherin like 26|-
13021|CDH9|NM_016279.3|NP_057363.3|1007|609974|Q9ULB4|Cadherin 9|-
13022|CDKAL1|NM_017774.2|NP_060244.2|54901|-|-|CDK5 regulatory subunit associated protein 1 like 1|-
13023|CDC42EP5|NM_145057.2|NP_659494.2|148170|609171|Q6NZY7|CDC42 effector protein 5|BORG3,CEP5,
13024|CEPT1|NM_006090.3|NP_006081.1|10390|-|-|Choline/ethanolamine phosphotransferase 1|-
13025|YARS2|NM_001040436.1|NP_001035526.1|51067|-|Q9Y2Z4|Tyrosine--tRNA ligase|-
13026|NMD3|NM_015938.3|NP_057022.2|51068|-|-|CGI-07 protein|-
13028|TMED5|NM_016040.3|NP_057124.2|50999|-|Q9Y3A6|CGI-100 protein|-
13029|TMED7|NM_181836.3|NP_861974.1|51014|-|Q9Y3B3|Transmembrane emp24 protein transport domain containing 7|-
13030|ISOC1|NM_016048.2|NP_057132.2|51015|-|-|Isochorismatase domain containing 1|-
13031|CCDC53|NM_016053.2|NP_057137.1|51019|-|Q9Y3C0|CGI-116 protein|-
13032|TMBIM4|AF182414.1|AAG14950.1|51643|-|Q9HC24|CGI-119 protein|-
13033|FAM96B|NM_016062.1|NP_057146.1|51647|-|Q9Y3D0|CGI-128 protein|-
13034|AMDHD2|NM_015944.2|NP_057028.2|51005|-|-|CGI-14 protein|-
13035|GOLT1B|NM_016072.3|NP_057156.1|51026|-|Q9Y3E0|CGI-141 protein|GOT1A,
13036|BOLA1|NM_016074.2|NP_057158.1|51027|-|Q9Y3E2|CGI-143 protein|-
13037|DPH5|NM_015958.2|NP_057042.2|51611|-|Q9H2P9|Diphthamide biosynthesis methyltransferase|-
13038|SCCPDH|NM_016002.2|NP_057086.2|51097|-|Q8NBX0|CGI-49 protein|-
13039|C8orf70|NM_016010.1|NP_057094.1|51101|-|Q96GY0|CGI-62 protein|-
13040|SLC25A39|NM_016016.1|NP_057100.1|51629|610820|Q9BZJ4|CGI-69 protein|-
13041|OTUD6B|NM_016023.2|NP_057107.2|51633|-|Q8N6M0|CGI-77 protein|-
13042|FAM82B|NM_016033.2|NP_057117.2|51115|-|Q96DB5|CGI-90 protein|-
13044|CHCHD3|NM_017812.2|NP_060282.1|54927|-|Q9NX63|Coiled-coil-helix-coiled-coil-helix domain containing 3|-
13045|CHCHD4|NM_144636.2|NP_653237.1|131474|-|Q8N4Q1|CHCHD4|MIA40,
13046|CHCHD5|NM_032309.2|NP_115685.1|84269|-|Q9BSY4|Coiled-coil-helix-coiled-coil-helix domain containing 5|C2orf9,
13047|CHCHD6|NM_032343.1|NP_115719.1|84303|-|Q9BRQ6|Coiled-coil-helix-coiled-coil-helix domain containing 6|-
13048|CHCHD7|NM_001011668.1|NP_001011668.1|79145|-|Q9BUK0|Coiled-coil-helix-coiled-coil-helix domain containing 7|-
13049|CHD6|NM_032221.3|NP_115597.3|84181|-|Q8TD26|Chromodomain helicase DNA binding protein 6|CHD5,KIAA1335,RIGB,
13050|CHDH|NM_018397.2|NP_060867.1|55349|-|Q8NE62|Choline dehydrogenase|-
13051|CHERP|AF536542.1|AAN77183.1|10523|-|-|CHERP|DAN26,SCAF6,
13052|CHPT1|NM_020244.2|NP_064629.2|56994|-|-|Choline phosphotransferase 1|CPT1,
13053|FAM62B|NM_020728.1|NP_065779.1|57488|-|A0FGR8|Chr2 synaptotagmin|ESYT2,KIAA1228,
13054|FAM62C|NM_031913.2|NP_114119.2|83850|-|-|Chr3 synaptotagmin|ESYT3,
13055|CHST11|NM_018413.3|NP_060883.1|50515|610128|Q9NPF2|Chondroitin 4-sulfotransferase|-
13056|CHST12|NM_018641.3|NP_061111.1|55501|610129|Q9NRB3|Chondroitin 4-O-sulfotransferase 2|-
13057|CHST13|NM_152889.1|NP_690849.1|166012|610124|Q8NET6|Chondroitin 4-O-sulfotransferase 3|-
13058|CHST9|AY358488.1|AAQ88852.1|83539|-|-|Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9|-
13059|CHTF18|NM_022092.1|NP_071375.1|63922|-|-|CHL12|RUVBL,
13060|CIDEC|NM_022094.2|NP_071377.2|63924|-|Q96AQ7|CIDEC|FSP27,
13061|CIZ1|NM_012127.2|NP_036259.2|25792|-|Q9ULV3|Zinc finger protein 356|LSFR1,NP94,ZNF356,
13062|COQ2|NM_015697.6|NP_056512.4|27235|609825|Q96H96|COQ2|CL640,
13063|CLDN10|NM_006984.3|NP_008915.1|9071|-|P78369|Claudin 10|-
13064|CLDN12|NM_012129.2|NP_036261.1|9069|-|P56749|Claudin 12|-
13065|CLDN15|NM_014343.1|NP_055158.1|24146|-|P56746|Claudin 15|-
13066|CLDN18|NM_001002026.2|NP_001002026.1|51208|609210|P56856|Claudin 18|-
13067|CLDN20|NM_001001346.2|NP_001001346.1|49861|-|P56880|Claudin 20|-
13068|CLDN22|AK098064.1|BAC05225.1|53842|-|Q8N7P3|Claudin 22|-
13069|CLDN23|NM_194284.2|NP_919260.2|137075|609203|Q96B33|Claudin 23|-
13070|CLDN6|NM_021195.3|NP_067018.1|9074|-|P56747|Claudin 6|-
13071|CLDN9|NM_020982.2|NP_066192.1|9080|-|O95484|Claudin 9|-
13072|CLEC3A|NM_005752.3|NP_005743.3|10143|-|O75596|C-type lectin, superfamily member 1|CLECSF1,
13073|CLEC4F|NM_173535.2|NP_775806.2|165530|-|Q8N1N0|C-type lectin domain family 4 member F|CLECSF13,
13074|CLEC4D|NM_080387.4|NP_525126.2|338339|609964|Q8WXI8|C-type lectin, superfamily member 8|CLECSF8,MCL,
13075|CLEC4E|NM_014358.2|NP_055173.1|26253|609962|Q9ULY5|C-type lectin, superfamily member 9|CLECSF9,MINCLE,
13076|CLMN|NM_024734.2|NP_079010.2|79789|-|Q96JQ2|Calmin|KIAA1188,
13077|CLSTN2|NM_022131.1|NP_071414.1|64084|-|Q9H4D0|Calsyntenin 2|CS2,
13078|CNIH2|NM_182553.1|NP_872359.1|254263|-|Q6PI25|Cornichon homolog 2|CNIL,
13079|CNTNAP4|NM_033401.3|NP_207837.2|85445|610518|Q9C0A0|CASPR4|CASPR4,KIAA1763,
13080|COASY|NM_025233.5|NP_079509.5|80347|609855|Q13057|Coenzyme A synthase|-
13081|COMMD2|NM_016094.2|NP_057178.2|51122|-|Q86X83|COMM domain containing 2|-
13082|COMMD3|NM_012071.2|NP_036203.1|23412|-|Q9UBI1|COMM domain containing 3|BUP,C10orf8,
13083|COMMD4|NM_017828.3|NP_060298.2|54939|-|Q9H0A8|COMM domain containing protein 4|-
13084|COMMD6|NM_203497.2|NP_987093.1|170622|-|Q7Z4G1|COMM domain containing 6|-
13085|COMMD7|NM_053041.1|NP_444269.1|149951|-|Q86VX2|COMM domain containing 7|C20orf92,
13086|COMMD8|NM_017845.3|NP_060315.1|54951|-|Q9NX08|COMM domain containing 8|-
13087|COMMD9|NM_014186.2|NP_054905.1|29099|-|Q9P000|COMM domain containing protein 9|-
13088|COX6B2|NM_144613.4|NP_653214.2|125965|-|Q6YFQ2|Cytochrome c oxidase subunit VIb testes specific|-
13089|COX7B2|NM_130902.2|NP_570972.2|170712|609811|Q8TF08|Cytochrome c oxidase subunit VIIb2|-
13090|COX8C|NM_182971.2|NP_892016.1|341947|-|Q7Z4L0|Cytochrome c oxidase subunit 8C|-
13091|CPLX4|NM_181654.2|NP_857637.1|339302|609586|Q7Z7G2|Complexin 4|-
13092|CRAMP1L|NM_020825.2|NP_065876.2|57585|-|Q96RY5|Crm, cramped like|C16orf34,HN1L,KIAA1426,
13093|CRB2|NM_173689.5|NP_775960.4|286204|609720|Q5IJ48|Crumbs protein homolog 2|-
